lat,lon,timestamp,amenity,name,tags,risk
49.0579188,-122.460182,2020-05-04T03:14:59.000-07:00,dentist,Station Road Dental Aldergrove,"{'website': 'https://www.stationroaddentalcentre.com/', 'facebook': 'https://www.facebook.com/Station-Road-Dental-Aldergrove-504325426331181/', 'emergency': 'yes', 'addr:postcode': 'V4W 3P9', 'addr:unit': '101', 'operator': 'John So', 'healthcare': 'dentist', 'addr:city': 'Aldergrove', 'addr:housenumber': '27595', 'phone': '+1-604-857-5400', 'opening_hours': 'Mo-Th 08:30-18:00; Fr 08:30-19:00; Sa 09:00-17:00', 'addr:street': 'Fraser Highway', 'fax': '+1-604-857-5402'}",3
49.0750325,-123.077857,2016-02-10T04:23:28.000-08:00,place_of_worship,Sacred Heart,"{'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'religion': 'christian'}",3
49.1922556,-123.091042,2019-05-29T17:42:02.000-07:00,fuel,Chevron,"{'brand:wikidata': 'Q319642', 'addr:housenumber': '12011', 'addr:street': 'Bridgeport Road', 'brand': 'Chevron', 'brand:wikipedia': 'en:Chevron Corporation'}",2
49.0914573,-123.0792612,2019-07-07T21:50:17.000-07:00,pharmacy,London Drugs,"{'brand:wikidata': 'Q3258955', 'brand': 'London Drugs', 'brand:wikipedia': 'en:London Drugs', 'healthcare': 'pharmacy'}",2
49.1327053,-123.0991859,2019-08-24T15:12:34.000-07:00,restaurant,Nando's,"{'brand:wikidata': 'Q3472954', 'cuisine': 'chicken;portuguese', 'brand': ""Nando's"", 'brand:wikipedia': ""en:Nando's""}",3
49.1330103,-123.0955358,2019-08-24T15:12:34.000-07:00,restaurant,Boston Pizza,"{'brand:wikidata': 'Q894578', 'cuisine': 'pizza', 'brand': 'Boston Pizza', 'brand:wikipedia': 'en:Boston Pizza', 'addr:unit': '2000'}",3
49.2347493,-123.1547249,2019-09-24T19:58:50.000-07:00,fast_food,McDonald's,"{'brand:wikidata': 'Q38076', 'wheelchair': 'yes', 'addr:housenumber': '2095', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'West 41st Avenue', 'takeaway': 'yes', 'brand': ""McDonald's""}",2
49.090282,-123.0837214,2019-09-05T07:39:04.000-07:00,bank,CIBC,"{'brand:wikidata': 'Q666694', 'wheelchair': 'yes', 'addr:housenumber': '5045', 'website': 'https://locations.cibc.com/bc/delta/53235', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'drive_through': 'no', 'surveillance': 'indoor', 'addr:street': '48 Avenue', 'atm': 'yes', 'brand': 'CIBC'}",2
49.2684891,-123.258088,2017-03-04T08:41:21.000-08:00,pub,Koerner's Pub,"{'opening_hours': 'Mo-Fr 11:30-01:00', 'addr:housenumber': '6371', 'website': 'http://koerners.ca/', 'addr:street': 'Crescent Road', 'phone': '+1-604-827-1443'}",3
49.2819978,-123.1243463,2019-03-22T02:51:06.000-07:00,cinema,Scotiabank Theatre Vancouver,"{'addr:housenumber': '900', 'website': 'https://www.cineplex.com/Theatre/scotiabank-theatre-vancouver', 'phone': '+1-604-630-1407', 'addr:street': 'Burrard Street', 'is_in:city': 'Vancouver', 'addr:postcode': 'V6Z 3G5', 'wikidata': 'Q38378292', 'operator': 'Cineplex'}",2
49.2805037,-123.1068723,2019-12-01T04:03:46.000-08:00,theatre,Cineplex Odeon International Village Cinemas,"{'addr:housenumber': '88', 'alt_name': 'Tinseltown', 'addr:street': 'West Pender Street', 'level': '2', 'addr:city': 'Vancouver'}",2
49.2741986,-123.1098162,2020-03-27T17:40:40.000-07:00,ferry_terminal,Plaza of Nations Dock,"{'public_transport': 'stop_position', 'operator': 'Aquabus & False Creek Ferries', 'ferry': 'yes'}",2
49.2724874,-123.1056477,2020-03-31T01:00:27.000-07:00,ferry_terminal,Village Dock,"{'public_transport': 'stop_position', 'operator': 'Aquabus & False Creek Ferries', 'ferry': 'yes'}",2
49.155881,-123.1369787,2020-04-17T20:57:09.000-07:00,fuel,Chevron,"{'brand:wikidata': 'Q319642', 'addr:housenumber': '7951', 'addr:street': 'No. 3 Road', 'brand': 'Chevron', 'brand:wikipedia': 'en:Chevron Corporation'}",2
49.147988,-123.136335,2017-02-20T06:56:21.000-08:00,fuel,Esso,"{'addr:housenumber': '9000', 'addr:street': 'No. 3 Road'}",2
49.2635825,-123.1288364,2019-05-04T04:55:51.000-07:00,cafe,Waves,{'opening_hours': 'Mo-Fr 06:00-24:00; Sa-Su 08:00-22:00'},2
49.1401463,-123.1378853,2014-08-23T05:24:32.000-07:00,fast_food,Subway,{'cuisine': 'sub'},2
49.1144939,-123.0772698,2009-07-20T17:57:06.000-07:00,fuel,,{},2
49.1556713,-123.1248972,2017-08-19T05:05:34.000-07:00,bar,Legends Pub,{},3
49.1398614,-123.137394,2019-02-27T00:17:55.000-08:00,fast_food,KFC,"{'brand:wikidata': 'Q524757', 'cuisine': 'chicken', 'brand': 'KFC', 'brand:wikipedia': 'en:KFC', 'drive_through': 'no'}",2
49.1486188,-123.1358921,2009-09-01T22:49:26.000-07:00,fast_food,Pizza Hut (takeout),{},2
49.1330851,-123.0940869,2019-08-24T15:12:34.000-07:00,fast_food,McDonald's,"{'brand:wikidata': 'Q38076', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'drive_through': 'yes', 'opening_hours': '24/7', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""McDonald's""}",2
49.1329977,-123.0973124,2019-08-24T15:12:34.000-07:00,fast_food,Burger King,"{'brand:wikidata': 'Q177054', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'Burger King', 'brand:wikipedia': 'en:Burger King'}",2
49.2195944,-123.0668488,2019-09-02T22:08:25.000-07:00,library,VPL Fraserview Branch,"{'opening_hours': 'Tu,We 10:00-21:00; Th-Sa 10:00-18:00; Su 13:00-17:00', 'addr:housenumber': '1950', 'website': 'https://www.vpl.ca/location/fraser-branch', 'addr:street': 'Argyle Drive', 'operator': 'Vancouver Public Library'}",2
49.2224108,-122.9125474,2019-03-19T06:11:24.000-07:00,fuel,Shell,"{'website': 'https://www.shell.ca/', 'shop': 'yes', 'fuel:octane_91': 'yes', 'fuel:octane_89': 'yes', 'brand': 'Shell', 'fuel:octane_87': 'yes', 'operator': 'Shell'}",2
49.2325006,-123.0773431,2019-10-31T23:32:04.000-07:00,fuel,Shell,"{'brand:wikidata': 'Q154950', 'addr:housenumber': '1396', 'brand:wikipedia': 'en:Royal Dutch Shell', 'addr:street': 'East 41st Avenue', 'brand': 'Shell', 'operator': 'Shell'}",2
49.091207,-122.9564485,2010-06-11T04:53:29.000-07:00,fast_food,Triple O's,{},2
49.0919518,-122.9576502,2019-08-02T01:26:08.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'brand:wikipedia': 'en:Tim Hortons'}",2
49.0904997,-123.0647436,2019-06-06T07:44:09.000-07:00,fuel,Esso,"{'brand:wikidata': 'Q867662', 'brand': 'Esso', 'brand:wikipedia': 'en:Esso'}",2
49.0905125,-123.0719728,2019-06-06T07:44:09.000-07:00,fuel,Petro-Canada,"{'brand:wikidata': 'Q1208279', 'brand': 'Petro-Canada', 'brand:wikipedia': 'en:Petro-Canada'}",2
49.3104392,-123.0512011,2008-04-09T23:47:46.000-07:00,school,Winsor House,{'created_by': 'Potlatch 0.8a'},2
49.2013565,-123.0234677,2016-08-18T23:19:33.000-07:00,shelter,,{'shelter_type': 'gazebo'},2
49.268662,-123.1045109,2019-03-22T02:52:21.000-07:00,bar,Faculty Brewing,"{'addr:housenumber': '1830', 'website': 'https://www.facultybrewing.com/', 'shop': 'alcohol', 'phone': '+1-778-819-6794', 'opening_hours': 'Mo-Fr 14:00-23:00; Sa-Su 11:00-23:00', 'outdoor_seating': 'no', 'addr:street': 'Ontario Street', 'addr:postcode': 'V5T 2W6', 'email': 'hola@facultybrewing.com', 'addr:city': 'Vancouver'}",3
49.2757002,-123.14245,2016-08-24T22:32:32.000-07:00,bicycle_rental,Vanier Park,"{'ref': '0077', 'capacity': '28', 'network': 'Mobi'}",2
49.2777729,-123.1208527,2016-08-19T18:55:24.000-07:00,bicycle_rental,Nelson & Richards,"{'ref': '0079', 'capacity': '30', 'network': 'Mobi'}",2
49.2667096,-123.1048197,2016-08-20T04:15:34.000-07:00,bicycle_rental,Ontario & 5th,"{'ref': '0073', 'capacity': '18', 'network': 'Mobi'}",2
49.2685718,-123.1045263,2018-10-26T20:30:44.000-07:00,cafe,Argo Cafe,"{'addr:housenumber': '1836', 'addr:street': 'Ontario Street', 'phone': '+1-604-876-3620'}",2
49.2672519,-123.1033949,2018-10-26T20:30:44.000-07:00,pub,R & B Ale & Pizza House,"{'opening_hours': 'Su-Tu 11:00-23:00; We-Sa 11:00-00:00', 'website': 'https://www.randbbrewing.com/alehouse', 'phone': '+1-604-336-0275'}",3
49.2665754,-123.103744,2018-10-26T20:30:44.000-07:00,restaurant,Peaceful Restaurant,"{'opening_hours': 'Su-Th 11:00-21:30; Fr-Sa 11:00-22:00', 'addr:housenumber': '43', 'website': 'http://www.peacefulrestaurant.com', 'addr:street': 'East 5th Avenue', 'phone': '+1-604-559-9511'}",3
49.0522216,-122.3543835,2018-04-01T18:45:36.000-07:00,shelter,,"{'shelter_type': 'picnic_shelter', 'building': 'roof'}",2
49.2251641,-123.0037419,2018-07-28T21:23:42.000-07:00,clinic,J-Von Medical Centre,"{'addr:housenumber': '4468', 'addr:street': 'Beresford Street', 'phone': '+1-778-379-8299'}",3
49.0434612,-122.3172437,2017-09-23T22:20:30.000-07:00,recycling,,"{'recycling:glass_bottles': 'yes', 'recycling_type': 'container', 'recycling:cans': 'yes'}",2
49.0439737,-122.3168528,2017-09-23T22:20:30.000-07:00,recycling,,"{'recycling:glass_bottles': 'yes', 'recycling_type': 'container', 'recycling:cans': 'yes'}",2
49.0438697,-122.3171047,2017-09-23T22:20:31.000-07:00,recycling,,"{'recycling:glass_bottles': 'yes', 'recycling_type': 'container', 'recycling:cans': 'yes'}",2
49.0434149,-122.3096697,2016-08-24T01:38:45.000-07:00,recycling,,{'recycling_type': 'container'},2
49.0343819,-122.2499256,2019-09-02T22:08:26.000-07:00,childcare,Kids Club Child Care Centre Ltd.,"{'opening_hours': 'Mo-Fr 06:00-18:00; Sa,Su,PH off', 'website': 'http://www.kidsclubabbotsford.com', 'phone': '+1-604-556-7355'}",2
49.0387858,-122.2400307,2016-08-24T07:24:34.000-07:00,recycling,,{'recycling_type': 'container'},2
49.0387968,-122.2400733,2016-08-24T07:24:32.000-07:00,public_bookcase,Little Free Library,{'operator': 'Rotary Abbotsford-Sumas'},2
49.2792244,-123.0995102,2019-09-02T22:08:26.000-07:00,university,UBC Learning Exchange,"{'addr:housenumber': '612', 'website': 'http://learningexchange.ubc.ca', 'phone': '+1-604-408-5164', 'opening_hours': 'Mo-We 09:00-12:00,13:00-17:00; Th 09:00-12:00,13:00-19:00; Fr 13:00-17:00', 'addr:street': 'Main Street', 'fax': '+1-604-682-6807', 'email': 'learning.exchange@ubc.ca'}",2
49.0388778,-122.2401177,2016-08-24T07:24:46.000-07:00,recycling,,{'recycling_type': 'container'},2
49.186067800000004,-122.9435292,2020-01-09T02:48:51.000-08:00,library,Queensborough Library,"{'addr:housenumber': '920', 'website': 'https://www.nwpl.ca/', 'phone': '+1-604-636-4450', 'opening_hours': 'Mo-Fr 09:00-19:00; Sa 10:00-17:00; Su 12:00-17:00', 'addr:street': 'Ewen Avenue', 'operator': 'New Westminster Public Library'}",2
49.2237917,-122.9418357,2019-09-02T22:08:26.000-07:00,dojo,Aikido Yoshinkai Burnaby,"{'note': 'Instruction in Yoshinkan Aikido by Shihan Robert Mustard (8th Dan)', 'addr:housenumber': '7671', 'website': 'http://aikidoburnaby.com/', 'phone': '+1-604-786-2334', 'opening_hours': 'Mo-Th 19:30-21:00 ""adults""; Sa 10:30-12:00 ""adults""; Tu,We 16:30-17:30 ""kids""', 'addr:street': 'Edmonds Street', 'addr:postcode': 'V3N 1B6', 'sport': 'aikido', 'addr:city': 'Burnaby'}",3
49.1996558,-122.8101007,2020-02-21T07:56:19.000-08:00,post_office,Riverside,"{'brand:wikidata': 'Q1032001', 'wheelchair': 'yes', 'addr:housenumber': '14867', 'brand:wikipedia': 'en:Canada Post', 'opening_hours': 'Mo-Fr 09:00-18:00; Sa 09:00-14:00; Su,PH off', 'addr:street': '108 Avenue', 'addr:postcode': 'V3R 1W0', 'brand': 'Canada Post', 'operator': 'Canada Post'}",2
49.1040005,-122.8016417,2017-01-30T05:25:37.000-08:00,fuel,Shell,"{'addr:housenumber': '15184', 'addr:street': 'Highway 10'}",2
49.1529107,-122.7682267,2018-06-24T18:55:16.000-07:00,fuel,West Coast Fuels,"{'addr:housenumber': '16384', 'name:en': 'West Coast Fuels', 'addr:street': 'Fraser Highway'}",2
49.1192619,-122.8230856,2017-02-19T04:30:22.000-08:00,fuel,Esso,"{'addr:housenumber': '14445', 'addr:street': '64 Avenue'}",2
49.1332441,-122.8460098,2019-08-24T00:12:34.000-07:00,fuel,Esso,"{'brand:wikidata': 'Q867662', 'addr:housenumber': '7195', 'addr:street': 'King George Boulevard', 'brand': 'Esso', 'brand:wikipedia': 'en:Esso'}",2
49.1989863,-122.7789539,2019-06-17T23:15:38.000-07:00,fuel,Esso,"{'brand:wikidata': 'Q867662', 'addr:housenumber': '15989', 'addr:street': '108 Avenue', 'brand': 'Esso', 'brand:wikipedia': 'en:Esso'}",2
49.1196448,-122.8897619,2017-02-19T04:25:22.000-08:00,fuel,Esso,"{'addr:housenumber': '6422', 'addr:street': 'Scott Road'}",2
49.1992289,-122.8567797,2017-02-11T16:49:37.000-08:00,fuel,Husky,"{'addr:housenumber': '10815', 'addr:street': '132 Street'}",2
49.2036082,-122.8362154,2019-09-10T02:51:24.000-07:00,fuel,Husky,"{'addr:housenumber': '13916', 'addr:street': 'Grosvenor Road'}",2
49.1989933,-122.8082328,2018-03-19T01:44:34.000-07:00,fuel,Fas Gas Plus,"{'fuel:gasoline': 'yes', 'addr:housenumber': '14935', 'website': 'http://fasgas.ca/', 'phone': '+1-604-588-8646', 'addr:street': '108 Avenue', 'fuel:propane': 'yes'}",2
49.2066466,-122.868042,2018-06-25T15:43:00.000-07:00,fuel,Chevron,"{'addr:housenumber': '12795', 'addr:street': 'King George Boulevard'}",2
49.1413608,-122.8682981,2017-02-19T04:24:17.000-08:00,fuel,Husky,"{'addr:housenumber': '7615', 'addr:street': '128 Street'}",2
49.1877751,-122.8673111,2017-02-13T21:29:27.000-08:00,fuel,Husky,"{'addr:housenumber': '10178', 'addr:street': '128 Street'}",2
49.1765099,-122.7792303,2019-09-23T20:06:05.000-07:00,fuel,Husky,"{'brand:wikidata': 'Q702049', 'addr:housenumber': '15960', 'addr:street': '96 Avenue', 'brand': 'Husky', 'brand:wikipedia': 'en:Husky Energy'}",2
49.1625134,-122.8461666,2017-02-03T06:26:46.000-08:00,fuel,Shell,"{'addr:housenumber': '13598', 'addr:street': '88 Avenue'}",2
49.1874054,-122.8446943,2019-08-24T15:23:01.000-07:00,bank,CIBC,"{'brand:wikidata': 'Q666694', 'addr:housenumber': '10166', 'website': 'http://www.cibc.com/', 'phone': '+1-604-586-2242', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'opening_hours': 'Mo-Tu 09:30-17:00; We-Fr 09:30-19:00; Sa 09:00-16:00', 'alt': 'Canadian Imperial Bank of Commerce', 'addr:street': 'King George Boulevard', 'atm': 'yes', 'brand': 'CIBC', 'operator': 'CIBC'}",2
49.2779185,-122.912361,2019-11-14T08:54:00.000-08:00,restaurant,Pho 99,"{'addr:housenumber': '8901', 'addr:street': 'Cornerstone Mews'}",3
49.278119,-122.9122848,2020-01-18T09:04:52.000-08:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'yes', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",2
49.1897822,-122.8022656,2020-01-09T06:40:09.000-08:00,bank,CIBC,"{'brand:wikidata': 'Q666694', 'website': 'https://locations.cibc.com/bc/surrey/08920', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'addr:unit': '1294', 'operator': 'CIBC', 'addr:housenumber': '10355', 'alt_name': 'Canadian Imperial Bank of Commerce', 'phone': '+1-604-586-2303', 'opening_hours': 'Mo-We 09:00-18:00; Th-Fr 09:00-19:00; Sa 09:00-16:00; Su 12:00-16:00', 'addr:street': '152 Street', 'atm': 'yes', 'brand': 'CIBC'}",2
49.187024,-122.8460374,2019-03-12T23:32:40.000-07:00,bank,Bank of Montreal,"{'brand:wikidata': 'Q806693', 'wheelchair': 'yes', 'addr:housenumber': '10155', 'brand:wikipedia': 'en:Bank of Montreal', 'addr:street': 'King George Boulevard', 'brand': 'Bank of Montreal', 'operator': 'Bank of Montreal'}",2
49.1732883,-123.1251186,2020-04-17T21:26:32.000-07:00,fuel,Shell,"{'brand:wikidata': 'Q154950', 'addr:housenumber': '5511', 'addr:street': 'Garden City Road', 'brand': 'Shell', 'brand:wikipedia': 'en:Royal Dutch Shell'}",2
49.2568641,-123.2358195,2010-03-28T11:09:27.000-07:00,community_centre,Leisure Centre,{},3
49.2665882,-123.2427218,2011-04-11T20:55:49.000-07:00,food_court,,{},2
49.177313,-123.1703424,2009-07-30T05:20:31.000-07:00,seaplane terminal,,{},2
49.177263,-123.1681367,2016-11-13T16:46:23.000-08:00,seaplane terminal,,{},2
49.2853872,-122.7909589,2019-09-13T13:56:49.000-07:00,arts_centre,Evergreen Cultural Centre,"{'addr:housenumber': '1205', 'addr:street': 'Pinetree Way', 'addr:postcode': 'V3B 7Y3', 'addr:city': 'Coquitlam'}",2
49.281302,-123.0575579,2019-09-13T13:57:03.000-07:00,restaurant,Tacofino Commissary,"{'addr:housenumber': '2327', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",3
49.2812984,-123.0573443,2019-09-13T13:57:03.000-07:00,restaurant,Miyako Sushi,"{'addr:housenumber': '2341', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",3
49.2812866,-123.0550913,2019-09-13T13:57:03.000-07:00,restaurant,What's Up? Hot Dog!,"{'addr:housenumber': '2481', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",3
49.2821554,-123.0998393,2019-09-13T13:57:03.000-07:00,cafe,Waves Coffee,"{'addr:housenumber': '305', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}",2
49.2832655,-123.0978958,2019-09-13T13:57:03.000-07:00,restaurant,St Lawrence Restaurant,"{'addr:housenumber': '269', 'addr:street': 'Powell Street', 'addr:city': 'Vancouver'}",3
49.2832876,-123.0980745,2019-09-13T13:57:03.000-07:00,restaurant,Cuhillo,"{'addr:housenumber': '261', 'addr:street': 'Powell Street', 'addr:city': 'Vancouver'}",3
