lat,lon,timestamp,amenity,name
49.3347474,-123.1699181,2016-02-26T08:40:43.000-08:00,school,Pauline Johnson Elementary School
49.252242,-123.0427464,2018-04-23T14:47:38.000-07:00,bench,
49.2811586,-123.0767324,2018-05-16T22:30:01.000-07:00,community_centre,Korean Community Centre
49.19308,-123.1795956,2018-04-25T01:13:43.000-07:00,post_box,
49.1935797,-123.1807883,2019-09-14T05:00:22.000-07:00,cafe,Tim Hortons
49.1931085,-123.1795892,2018-04-25T01:13:43.000-07:00,waste_basket,
49.19313,-123.1796329,2018-04-25T01:13:43.000-07:00,waste_basket,
49.1933876,-123.1801028,2019-09-14T05:00:22.000-07:00,pharmacy,Pharmasave
49.1932856,-123.1801496,2019-09-14T05:00:22.000-07:00,dentist,Vancouver Airport Dental Centre
49.1932928,-123.1802849,2019-09-02T22:08:26.000-07:00,doctors,Ultima Medical Clinic
49.1936961,-123.1802332,2020-03-04T08:57:42.000-08:00,post_office,YVR Domestic Terminal
49.193653,-123.1802895,2018-05-05T12:06:12.000-07:00,waste_basket,
49.1936682,-123.1802877,2018-05-05T12:06:12.000-07:00,atm,
49.2248856,-122.8913862,2018-04-26T05:25:14.000-07:00,childcare,Kids & Company
49.1338641,-122.8899466,2019-11-24T07:35:44.000-08:00,dentist,Aura Orthodontics
49.2069352,-122.70086739999999,2018-04-26T22:27:11.000-07:00,bench,
49.3248324,-123.1349985,2020-05-26T01:08:22.000-07:00,parking_entrance,
49.341975,-123.063321,2008-04-28T02:25:55.000-07:00,school,Carisbrook Elementary
49.3413319,-123.063527,2008-04-28T02:27:08.000-07:00,parking,
49.2132425,-123.1685809,2008-07-06T22:18:00.000-07:00,toilets,
49.2127739,-123.1690515,2008-07-06T22:18:25.000-07:00,parking,
49.218984,-123.2136834,2008-07-06T22:18:26.000-07:00,telephone,
49.0557594,-122.1951722,2017-06-22T21:48:35.000-07:00,public_building,Sumas First Nations Hall
49.2284004,-122.8483834,2019-11-20T11:48:37.000-08:00,cafe,Tim Hortons
49.2111765,-122.9232161,2019-07-02T01:10:30.000-07:00,fuel,Esso
49.212449,-122.9197493,2019-07-02T01:10:30.000-07:00,cafe,Tim Hortons
49.212659,-122.9193469,2019-07-02T01:10:30.000-07:00,cafe,Starbucks
49.1332307,-122.5818649,2019-12-10T13:03:24.000-08:00,fuel,Chevron
49.058996,-122.1798205,2018-05-01T05:18:14.000-07:00,waste_basket,
49.1712762,-123.1348734,2019-10-27T17:08:25.000-07:00,restaurant,Oriental Rice Noodle
49.2068763,-122.9619873,2018-05-02T05:26:00.000-07:00,bench,
49.2065317,-122.9614897,2018-05-02T05:26:00.000-07:00,bench,
49.0579188,-122.460182,2020-05-04T03:14:59.000-07:00,dentist,Station Road Dental Aldergrove
49.0750325,-123.077857,2016-02-10T04:23:28.000-08:00,place_of_worship,Sacred Heart
49.1922556,-123.091042,2019-05-29T17:42:02.000-07:00,fuel,Chevron
49.0914573,-123.0792612,2019-07-07T21:50:17.000-07:00,pharmacy,London Drugs
49.1327053,-123.0991859,2019-08-24T15:12:34.000-07:00,restaurant,Nando's
49.1330103,-123.0955358,2019-08-24T15:12:34.000-07:00,restaurant,Boston Pizza
49.2347493,-123.1547249,2019-09-24T19:58:50.000-07:00,fast_food,McDonald's
49.090282,-123.0837214,2019-09-05T07:39:04.000-07:00,bank,CIBC
49.2592078,-123.2225747,2019-11-28T17:39:34.000-08:00,toilets,
49.2426643,-123.1986265,2012-03-26T09:29:57.000-07:00,toilets,
49.2630877,-123.2409511,2008-12-14T06:43:46.000-08:00,post_box,
49.2684891,-123.258088,2017-03-04T08:41:21.000-08:00,pub,Koerner's Pub
49.2819978,-123.1243463,2019-03-22T02:51:06.000-07:00,cinema,Scotiabank Theatre Vancouver
49.2805037,-123.1068723,2019-12-01T04:03:46.000-08:00,theatre,Cineplex Odeon International Village Cinemas
49.2741986,-123.1098162,2020-03-27T17:40:40.000-07:00,ferry_terminal,Plaza of Nations Dock
49.2724874,-123.1056477,2020-03-31T01:00:27.000-07:00,ferry_terminal,Village Dock
49.155881,-123.1369787,2020-04-17T20:57:09.000-07:00,fuel,Chevron
49.147988,-123.136335,2017-02-20T06:56:21.000-08:00,fuel,Esso
49.1187079,-122.9156888,2015-06-26T05:13:50.000-07:00,parking,
49.1145105,-122.8969094,2015-06-26T00:01:55.000-07:00,parking,
49.1188324,-122.9055699,2015-06-26T00:01:55.000-07:00,parking,
49.1057098,-122.8982225,2009-07-16T03:00:02.000-07:00,parking,
49.2635825,-123.1288364,2019-05-04T04:55:51.000-07:00,cafe,Waves
49.1401463,-123.1378853,2014-08-23T05:24:32.000-07:00,fast_food,Subway
49.1651914,-123.1227394,2016-04-27T20:18:31.000-07:00,toilets,
49.1144939,-123.0772698,2009-07-20T17:57:06.000-07:00,fuel,
49.1556713,-123.1248972,2017-08-19T05:05:34.000-07:00,bar,Legends Pub
49.1398614,-123.137394,2019-02-27T00:17:55.000-08:00,fast_food,KFC
49.1486188,-123.1358921,2009-09-01T22:49:26.000-07:00,fast_food,Pizza Hut (takeout)
49.1330851,-123.0940869,2019-08-24T15:12:34.000-07:00,fast_food,McDonald's
49.1329977,-123.0973124,2019-08-24T15:12:34.000-07:00,fast_food,Burger King
49.2195944,-123.0668488,2019-09-02T22:08:25.000-07:00,library,VPL Fraserview Branch
49.2224108,-122.9125474,2019-03-19T06:11:24.000-07:00,fuel,Shell
49.2325006,-123.0773431,2019-10-31T23:32:04.000-07:00,fuel,Shell
49.091207,-122.9564485,2010-06-11T04:53:29.000-07:00,fast_food,Triple O's
49.0919518,-122.9576502,2019-08-02T01:26:08.000-07:00,cafe,Tim Hortons
49.0904997,-123.0647436,2019-06-06T07:44:09.000-07:00,fuel,Esso
49.0905125,-123.0719728,2019-06-06T07:44:09.000-07:00,fuel,Petro-Canada
49.3104392,-123.0512011,2008-04-09T23:47:46.000-07:00,school,Winsor House
49.2022069,-123.1341593,2019-02-20T02:36:05.000-08:00,car_rental,Wicked Camper Van
49.1850399,-122.9886355,2016-08-18T22:55:16.000-07:00,waste_basket,
49.1879722,-122.9942481,2016-08-18T22:55:17.000-07:00,drinking_water,
49.1917764,-122.9989134,2016-08-18T22:55:17.000-07:00,drinking_water,
49.1937883,-122.9997851,2016-08-18T23:09:45.000-07:00,drinking_water,
49.1998081,-123.0191936,2016-08-18T23:19:33.000-07:00,bench,
49.2012925,-123.023072,2016-08-18T23:19:33.000-07:00,bench,
49.2013565,-123.0234677,2016-08-18T23:19:33.000-07:00,shelter,
49.268662,-123.1045109,2019-03-22T02:52:21.000-07:00,bar,Faculty Brewing
49.2729177,-123.1540262,2016-08-19T04:40:09.000-07:00,car_sharing,
49.2729146,-123.1539774,2016-08-19T04:40:10.000-07:00,car_sharing,
49.2757002,-123.14245,2016-08-24T22:32:32.000-07:00,bicycle_rental,Vanier Park
49.2796971,-123.1234607,2019-08-14T01:22:08.000-07:00,toilets,
49.2777729,-123.1208527,2016-08-19T18:55:24.000-07:00,bicycle_rental,Nelson & Richards
49.2667096,-123.1048197,2016-08-20T04:15:34.000-07:00,bicycle_rental,Ontario & 5th
49.2685718,-123.1045263,2018-10-26T20:30:44.000-07:00,cafe,Argo Cafe
49.2673073,-123.104332,2016-08-20T04:15:38.000-07:00,bicycle_parking,
49.2672519,-123.1033949,2018-10-26T20:30:44.000-07:00,pub,R & B Ale & Pizza House
49.2751748,-123.1397889,2016-08-20T04:15:40.000-07:00,drinking_water,
49.2664036,-123.105075,2016-08-20T04:15:35.000-07:00,bench,
49.2673126,-123.1045632,2019-06-17T19:44:53.000-07:00,post_box,
49.2665754,-123.103744,2018-10-26T20:30:44.000-07:00,restaurant,Peaceful Restaurant
49.2673013,-123.1039879,2016-08-20T04:15:39.000-07:00,bicycle_parking,
49.2672834,-123.1030514,2016-08-20T04:15:40.000-07:00,bicycle_parking,
49.2754736,-123.1398561,2016-08-20T04:15:40.000-07:00,bench,
49.1667039,-122.4512871,2016-08-20T21:52:03.000-07:00,toilets,
49.1047356,-122.3700097,2017-02-17T11:51:50.000-08:00,waste_basket,
49.1049875,-122.3704586,2016-08-20T22:08:04.000-07:00,waste_basket,
49.1064494,-122.3675906,2016-08-20T22:08:04.000-07:00,waste_basket,
49.0522216,-122.3543835,2018-04-01T18:45:36.000-07:00,shelter,
49.0641642,-122.3079913,2016-08-20T22:45:37.000-07:00,waste_basket,
49.1275907,-122.2232494,2019-07-14T21:27:23.000-07:00,toilets,
49.1279956,-122.2245761,2016-08-20T22:56:37.000-07:00,waste_basket,
49.1301083,-122.232712,2017-01-17T04:51:31.000-08:00,bench,
49.1371931,-122.2456997,2017-01-17T04:51:29.000-08:00,bench,
49.1381605,-122.2494917,2016-08-20T22:56:37.000-07:00,waste_basket,
49.1392723,-122.2579112,2019-07-14T21:27:55.000-07:00,toilets,
49.139262,-122.2579676,2016-08-20T22:56:37.000-07:00,waste_basket,
49.1392424,-122.2580949,2016-08-20T22:56:37.000-07:00,bench,
49.1382168,-122.2638551,2017-01-17T04:51:27.000-08:00,bench,
49.132348,-122.2814952,2017-08-23T01:05:55.000-07:00,bench,
49.1243047,-122.297744,2017-01-16T04:25:03.000-08:00,waste_basket,
49.1205696,-122.3033506,2016-08-20T23:29:55.000-07:00,drinking_water,
49.1134148,-122.3164974,2016-08-20T23:29:55.000-07:00,waste_basket,
49.1110359,-122.3218882,2017-02-15T03:06:57.000-08:00,bench,
49.1079298,-122.3383316,2017-02-15T03:07:59.000-08:00,parking,
49.1201288,-122.3029768,2019-07-14T21:26:22.000-07:00,toilets,
49.043615,-122.319065,2016-08-21T04:56:48.000-07:00,bench,
49.0433782,-122.3173484,2016-08-23T20:28:00.000-07:00,waste_basket,
49.0470379,-122.3081183,2016-08-21T07:02:17.000-07:00,bench,
49.0596262,-122.2661426,2016-08-22T23:43:42.000-07:00,toilets,
49.0597112,-122.2538417,2016-08-23T00:21:20.000-07:00,waste_basket,
49.0595134,-122.2424686,2016-08-23T00:21:20.000-07:00,waste_basket,
49.0563722,-122.2338629,2016-08-23T00:21:21.000-07:00,waste_basket,
49.0525283,-122.2232617,2016-08-23T00:21:21.000-07:00,bench,
49.0642939,-122.1720902,2016-08-23T00:56:02.000-07:00,waste_basket,
49.0696616,-122.1698839,2016-08-23T00:56:02.000-07:00,bench,
49.0725999,-122.1682615,2016-08-23T00:56:02.000-07:00,bench,
49.0742756,-122.1656117,2019-01-26T08:04:01.000-08:00,bench,
49.1008563,-122.1231915,2016-08-23T01:09:44.000-07:00,bench,
49.0939394,-122.1305743,2016-08-23T01:09:44.000-07:00,bench,
49.0894697,-122.1373561,2016-08-23T01:09:44.000-07:00,drinking_water,
49.0823556,-122.1481017,2016-08-23T01:09:44.000-07:00,bench,
49.2251641,-123.0037419,2018-07-28T21:23:42.000-07:00,clinic,J-Von Medical Centre
49.2995581,-123.1340063,2016-08-23T05:12:49.000-07:00,toilets,
49.0432292,-122.3169623,2016-09-03T02:49:48.000-07:00,bench,
49.0438195,-122.3169832,2016-08-23T20:28:15.000-07:00,waste_basket,
49.0435981,-122.3172307,2016-08-23T20:28:21.000-07:00,bench,
49.0434612,-122.3172437,2017-09-23T22:20:30.000-07:00,recycling,
49.0439737,-122.3168528,2017-09-23T22:20:30.000-07:00,recycling,
49.0438695,-122.317094,2016-08-23T20:28:15.000-07:00,waste_basket,
49.0438697,-122.3171047,2017-09-23T22:20:31.000-07:00,recycling,
49.043968,-122.3168634,2016-08-23T20:28:20.000-07:00,waste_basket,
49.043244,-122.3170866,2016-09-03T02:49:51.000-07:00,bench,
49.043807,-122.3077501,2016-08-24T01:38:42.000-07:00,bench,
49.0434031,-122.3096544,2016-08-24T01:38:45.000-07:00,waste_basket,
49.0434149,-122.3096697,2016-08-24T01:38:45.000-07:00,recycling,
49.0343819,-122.2499256,2019-09-02T22:08:26.000-07:00,childcare,Kids Club Child Care Centre Ltd.
49.0387858,-122.2400307,2016-08-24T07:24:34.000-07:00,recycling,
49.0390025,-122.2401986,2016-08-24T07:24:37.000-07:00,toilets,
49.038733,-122.240557,2016-08-24T07:24:50.000-07:00,bench,
49.0388932,-122.2400984,2016-08-24T07:24:39.000-07:00,drinking_water,
49.0387968,-122.2400733,2016-08-24T07:24:32.000-07:00,public_bookcase,Little Free Library
49.0387834,-122.2400201,2016-08-24T07:24:33.000-07:00,waste_basket,
49.037854,-122.2360662,2016-08-24T07:24:58.000-07:00,toilets,
49.0378502,-122.2360735,2016-08-24T07:24:59.000-07:00,vending_machine,
49.0389394,-122.2402194,2016-08-24T07:24:38.000-07:00,toilets,
49.2792244,-123.0995102,2019-09-02T22:08:26.000-07:00,university,UBC Learning Exchange
49.0388545,-122.2403021,2016-08-24T07:24:47.000-07:00,waste_basket,
49.038727,-122.2405326,2016-08-24T07:24:49.000-07:00,waste_basket,
49.0388778,-122.2401177,2016-08-24T07:24:46.000-07:00,recycling,
49.0387814,-122.2400122,2016-08-24T07:24:35.000-07:00,waste_basket,
49.0389184,-122.240402,2016-08-24T07:24:45.000-07:00,bench,
49.186067800000004,-122.9435292,2020-01-09T02:48:51.000-08:00,library,Queensborough Library
49.2237917,-122.9418357,2019-09-02T22:08:26.000-07:00,dojo,Aikido Yoshinkai Burnaby
49.258052,-123.2497023,2010-01-10T00:54:37.000-08:00,bicycle_parking,
49.2666892,-123.2574237,2010-01-10T00:54:38.000-08:00,bicycle_parking,
49.2673755,-123.2579496,2010-01-10T00:54:38.000-08:00,bicycle_parking,
49.2633706,-123.2545911,2010-05-11T04:06:28.000-07:00,telephone,
49.2634819,-123.2547262,2010-05-11T04:06:21.000-07:00,bicycle_parking,
49.2562334,-123.2455859,2010-01-13T18:33:49.000-08:00,bench,
49.2566138,-123.2458881,2010-01-13T18:33:49.000-08:00,bench,
49.2570335,-123.2462404,2010-01-13T18:33:49.000-08:00,bench,
49.2589448,-123.2480861,2010-01-13T18:33:50.000-08:00,bench,
49.2587563,-123.247832,2010-01-13T18:33:50.000-08:00,bicycle_parking,
49.2588928,-123.2479217,2010-01-13T18:33:50.000-08:00,bicycle_parking,
49.2589688,-123.2480068,2019-10-06T06:52:38.000-07:00,bicycle_parking,
49.2590684,-123.2480562,2010-01-13T18:33:50.000-08:00,bicycle_parking,
49.2590461,-123.2461772,2011-04-11T18:45:16.000-07:00,bicycle_parking,
49.3243156,-123.0459847,2010-01-22T23:45:24.000-08:00,parking,
49.3162718,-123.0944232,2010-01-22T23:47:48.000-08:00,parking,
49.2379704,-122.7911313,2012-03-15T06:20:59.000-07:00,parking,
49.2426429,-122.814786,2019-11-03T19:10:12.000-08:00,parking,
49.269309,-123.2555081,2010-01-25T19:04:07.000-08:00,bicycle_parking,
49.2661893,-123.2557815,2013-12-28T05:59:23.000-08:00,bicycle_parking,
49.2662978,-123.2558217,2013-12-28T05:59:23.000-08:00,bicycle_parking,
49.2658271,-123.2538807,2011-04-06T23:58:43.000-07:00,bicycle_parking,
49.2669779,-123.252124,2010-01-26T10:58:23.000-08:00,bicycle_parking,
49.2658554,-123.2495339,2015-04-30T05:57:27.000-07:00,telephone,
49.265699,-123.2461274,2017-12-20T07:08:43.000-08:00,bicycle_parking,
49.2621207,-123.2503486,2010-01-27T23:43:00.000-08:00,bicycle_parking,
49.2594166,-123.2491213,2010-01-27T23:43:01.000-08:00,bicycle_parking,
49.2589283,-123.2481396,2019-03-08T21:23:37.000-08:00,bench,
49.2596516,-123.2481549,2010-01-27T23:43:01.000-08:00,bench,
49.2595161,-123.2473678,2010-05-08T10:52:01.000-07:00,post_box,
49.2610052,-123.2493243,2010-12-24T06:51:14.000-08:00,bicycle_parking,
49.2611673,-123.2494508,2010-12-24T06:51:14.000-08:00,bicycle_parking,
49.2603476,-123.2476098,2010-01-27T23:43:06.000-08:00,bicycle_parking,
49.2603921,-123.2474824,2010-01-27T23:43:06.000-08:00,bicycle_parking,
49.2603705,-123.2475371,2010-01-27T23:43:06.000-08:00,bicycle_parking,
49.2609358,-123.2484134,2019-03-09T20:03:27.000-08:00,bicycle_parking,
49.2610831,-123.2480765,2019-03-11T18:52:03.000-07:00,bicycle_parking,
49.2658694,-123.2379151,2019-04-05T22:06:58.000-07:00,post_box,
49.3422039,-123.0077255,2009-02-18T05:41:00.000-08:00,bench,
49.1270477,-123.0571907,2009-02-22T06:58:36.000-08:00,toilets,
49.1217156,-123.063593,2016-11-11T21:53:21.000-08:00,toilets,
49.1996558,-122.8101007,2020-02-21T07:56:19.000-08:00,post_office,Riverside
49.1040005,-122.8016417,2017-01-30T05:25:37.000-08:00,fuel,Shell
49.1529107,-122.7682267,2018-06-24T18:55:16.000-07:00,fuel,West Coast Fuels
49.1192619,-122.8230856,2017-02-19T04:30:22.000-08:00,fuel,Esso
49.1332441,-122.8460098,2019-08-24T00:12:34.000-07:00,fuel,Esso
49.1989863,-122.7789539,2019-06-17T23:15:38.000-07:00,fuel,Esso
49.1196448,-122.8897619,2017-02-19T04:25:22.000-08:00,fuel,Esso
49.1992289,-122.8567797,2017-02-11T16:49:37.000-08:00,fuel,Husky
49.2036082,-122.8362154,2019-09-10T02:51:24.000-07:00,fuel,Husky
49.1989933,-122.8082328,2018-03-19T01:44:34.000-07:00,fuel,Fas Gas Plus
49.2066466,-122.868042,2018-06-25T15:43:00.000-07:00,fuel,Chevron
49.1413608,-122.8682981,2017-02-19T04:24:17.000-08:00,fuel,Husky
49.1877751,-122.8673111,2017-02-13T21:29:27.000-08:00,fuel,Husky
49.1765099,-122.7792303,2019-09-23T20:06:05.000-07:00,fuel,Husky
49.1625134,-122.8461666,2017-02-03T06:26:46.000-08:00,fuel,Shell
49.2045359,-122.8755836,2017-10-21T22:35:16.000-07:00,bicycle_parking,
49.1874054,-122.8446943,2019-08-24T15:23:01.000-07:00,bank,CIBC
49.2779185,-122.912361,2019-11-14T08:54:00.000-08:00,restaurant,Pho 99
49.278119,-122.9122848,2020-01-18T09:04:52.000-08:00,cafe,Starbucks
49.1897822,-122.8022656,2020-01-09T06:40:09.000-08:00,bank,CIBC
49.187024,-122.8460374,2019-03-12T23:32:40.000-07:00,bank,Bank of Montreal
49.1732883,-123.1251186,2020-04-17T21:26:32.000-07:00,fuel,Shell
49.2088487,-122.9619147,2017-12-18T07:40:15.000-08:00,parking_entrance,
49.3377932,-123.2630981,2016-03-27T17:17:29.000-07:00,parking,
49.2465449,-123.1986936,2010-03-28T11:09:20.000-07:00,parking,
49.2435526,-123.1870493,2010-03-28T11:09:20.000-07:00,bench,
49.2433578,-123.1873937,2010-03-28T11:09:22.000-07:00,drinking_water,
49.2436721,-123.1855137,2019-05-06T23:53:07.000-07:00,bicycle_parking,
49.243549,-123.1860519,2019-05-06T23:53:07.000-07:00,bicycle_parking,
49.2571055,-123.235836,2010-03-28T11:09:24.000-07:00,bicycle_parking,
49.2435011,-123.1861136,2019-05-06T23:53:07.000-07:00,bicycle_parking,
49.2431909,-123.1883043,2010-03-28T11:09:24.000-07:00,telephone,
49.2434215,-123.1884446,2019-11-07T19:56:30.000-08:00,toilets,Women
49.243235,-123.1884556,2019-11-07T19:56:30.000-08:00,toilets,Men
49.2436905,-123.1855425,2019-05-06T23:53:07.000-07:00,bicycle_parking,
49.2470096,-123.2001843,2010-03-28T11:09:27.000-07:00,post_box,
49.2568641,-123.2358195,2010-03-28T11:09:27.000-07:00,community_centre,Leisure Centre
49.2659391,-123.2566999,2010-03-28T21:56:45.000-07:00,bicycle_parking,
49.2661222,-123.2568749,2010-03-28T21:56:45.000-07:00,bicycle_parking,
49.2651847,-123.2579341,2010-03-28T21:56:45.000-07:00,post_box,
49.267112,-123.2567374,2010-03-28T21:56:45.000-07:00,bicycle_parking,
49.2647009,-123.2534452,2010-03-28T21:56:45.000-07:00,bicycle_parking,
49.2656804,-123.2564836,2010-03-28T21:56:45.000-07:00,bicycle_parking,
49.2655158,-123.2563549,2010-03-28T21:56:45.000-07:00,post_box,
49.2658467,-123.2566355,2010-03-28T21:56:45.000-07:00,bicycle_parking,
49.2646891,-123.2534864,2010-03-28T21:56:46.000-07:00,bicycle_parking,
49.2580143,-123.252464,2010-03-29T18:24:20.000-07:00,bench,
49.2595177,-123.2527384,2010-03-29T18:24:20.000-07:00,bicycle_parking,
49.2588467,-123.2530977,2010-03-29T18:24:21.000-07:00,bicycle_parking,
49.259928,-123.2526345,2010-03-29T18:24:21.000-07:00,bicycle_parking,
49.2580424,-123.2524829,2010-03-29T18:24:22.000-07:00,bench,
49.2585511,-123.2533997,2010-03-29T18:24:22.000-07:00,bicycle_parking,
49.2578964,-123.2520838,2019-08-16T02:32:05.000-07:00,post_box,
49.2595601,-123.2527539,2010-03-29T18:24:23.000-07:00,bicycle_parking,
49.2594889,-123.2527332,2010-03-29T18:24:24.000-07:00,bicycle_parking,
49.2598585,-123.2527955,2010-03-29T18:24:24.000-07:00,bicycle_parking,
49.2576975,-123.252882,2010-04-27T21:47:06.000-07:00,bicycle_parking,
49.2595092,-123.2526916,2010-03-29T18:24:24.000-07:00,bicycle_parking,
49.2652798,-123.2503728,2018-07-20T00:34:51.000-07:00,bicycle_parking,
49.2653732,-123.2502977,2010-04-17T21:37:14.000-07:00,bench,
49.2665882,-123.2427218,2011-04-11T20:55:49.000-07:00,food_court,
49.177313,-123.1703424,2009-07-30T05:20:31.000-07:00,seaplane terminal,
49.177263,-123.1681367,2016-11-13T16:46:23.000-08:00,seaplane terminal,
49.2853872,-122.7909589,2019-09-13T13:56:49.000-07:00,arts_centre,Evergreen Cultural Centre
49.281302,-123.0575579,2019-09-13T13:57:03.000-07:00,restaurant,Tacofino Commissary
49.2812984,-123.0573443,2019-09-13T13:57:03.000-07:00,restaurant,Miyako Sushi
49.2812866,-123.0550913,2019-09-13T13:57:03.000-07:00,restaurant,What's Up? Hot Dog!
49.2821554,-123.0998393,2019-09-13T13:57:03.000-07:00,cafe,Waves Coffee
49.2832655,-123.0978958,2019-09-13T13:57:03.000-07:00,restaurant,St Lawrence Restaurant
49.2832876,-123.0980745,2019-09-13T13:57:03.000-07:00,restaurant,Cuhillo
49.2831728,-123.0935162,2019-09-13T13:57:03.000-07:00,cafe,The Uncommon Cafe
49.2793798,-123.0994827,2020-06-11T20:27:15.000-07:00,bank,Vancity
49.2796054,-123.1002799,2019-09-13T13:57:03.000-07:00,restaurant,Juniper
49.2796207,-123.1011093,2019-09-13T13:57:04.000-07:00,restaurant,Gold Stone Bakery & Restaurant
49.2821955,-123.1024011,2019-09-13T13:57:04.000-07:00,bar,Back and Forth Bar
49.2831638,-123.1035309,2019-09-13T13:57:04.000-07:00,restaurant,The Sardine Can
49.2836044,-123.1036863,2019-09-13T13:57:04.000-07:00,ice_cream,Soft Peaks Ice Cream
49.284169,-123.1073434,2019-09-13T13:57:04.000-07:00,bar,131 Water Kitchen & Bar
49.2834234,-123.1064112,2019-09-13T13:57:04.000-07:00,restaurant,Jules Bistro
49.2731066,-123.1007271,2020-02-05T20:20:15.000-08:00,cafe,Tim Hortons
49.2656032,-123.1435123,2018-04-27T23:03:46.000-07:00,bench,
49.2655681,-123.1435641,2018-04-27T23:03:47.000-07:00,bench,
49.2083038,-123.1401665,2018-04-27T23:03:40.000-07:00,post_box,
49.2427766,-123.0040514,2018-04-28T05:57:25.000-07:00,restaurant,Crystal Palace
49.2427149,-123.004048,2019-07-07T04:11:10.000-07:00,fast_food,Subway
49.0537298,-122.319684,2018-07-28T21:43:35.000-07:00,post_box,
49.1720953,-123.1336083,2019-09-13T13:57:04.000-07:00,restaurant,Tokyo Joe's
49.0027133,-122.7341354,2018-04-30T04:27:54.000-07:00,toilets,
49.325981,-123.1423367,2020-05-29T04:38:32.000-07:00,restaurant,Cactus Club Cafe
49.3260532,-123.140889,2020-05-29T04:38:32.000-07:00,bank,BlueShore Financial
49.0490997,-122.2888388,2018-04-30T13:17:03.000-07:00,bicycle_parking,
49.2688462,-123.1163772,2020-04-11T01:44:50.000-07:00,parking_entrance,
49.2769081,-122.8589634,2020-02-12T23:53:44.000-08:00,cafe,Starbucks
49.2808878,-123.1089337,2017-08-11T01:37:41.000-07:00,bicycle_parking,
49.2873953,-123.1288386,2019-10-24T00:55:34.000-07:00,restaurant,JoongWon
49.2866244,-123.1282577,2020-01-06T05:53:27.000-08:00,fast_food,Chongqing on Robson
49.287665,-123.1292506,2016-07-27T15:29:41.000-07:00,restaurant,Stepho's
49.2867409,-123.1284213,2016-07-27T14:52:31.000-07:00,fast_food,A Taste of India
49.2875709,-123.1291089,2019-10-24T00:55:34.000-07:00,restaurant,Hon's Wun-Tun House
49.2873728,-123.1282271,2019-10-29T03:23:55.000-07:00,restaurant,miss KOREAN BBQ
49.2871553,-123.1290789,2019-03-22T02:54:41.000-07:00,restaurant,Forage
49.2870445,-123.128902,2019-09-18T23:00:49.000-07:00,restaurant,Timber
49.2874858,-123.1289807,2019-10-24T00:55:34.000-07:00,restaurant,Miko Sushi
49.2875631,-123.129718,2019-09-18T23:00:49.000-07:00,restaurant,Cora
49.2866006,-123.1282087,2019-08-23T07:46:30.000-07:00,cafe,Chatime
49.2865615,-123.1281828,2016-07-27T18:08:36.000-07:00,fast_food,Pok'e Time
49.2864194,-123.1272344,2019-03-02T23:17:21.000-08:00,cafe,Abode
49.2866559,-123.1274985,2016-07-27T18:08:39.000-07:00,pub,Shenanigans
49.0453803,-122.3057214,2016-07-27T22:08:57.000-07:00,waste_basket,
